customerID,RiskScore,RiskTier,tenure,MonthlyCharges,Contract,InternetService,PaymentMethod
2038-YSEZE,3,monitor,29,67.45,Month-to-month,DSL,Mailed check
6647-ZEDXT,3,monitor,30,110.45,One year,Fiber optic,Credit card (automatic)
8496-DMZUK,3,monitor,30,90.4,One year,Fiber optic,Bank transfer (automatic)
0096-FCPUF,3,monitor,30,64.5,Month-to-month,DSL,Mailed check
1958-RNRKS,3,monitor,30,49.9,Month-to-month,DSL,Electronic check
4079-VTGLK,3,monitor,30,74.85,Two year,DSL,Electronic check
2364-UFROM,3,monitor,30,70.4,One year,DSL,Electronic check
6874-SGLHU,3,monitor,30,97,One year,Fiber optic,Bank transfer (automatic)
5018-LXQQG,3,monitor,30,66.3,Month-to-month,DSL,Bank transfer (automatic)
8294-UIMBA,3,monitor,30,94.4,One year,Fiber optic,Bank transfer (automatic)
8845-LWKGE,3,monitor,30,64.5,One year,DSL,Electronic check
4459-BBGHE,3,monitor,30,44.5,Month-to-month,DSL,Electronic check
5150-LJNSR,3,monitor,31,98.05,One year,Fiber optic,Bank transfer (automatic)
2040-OBMLJ,3,monitor,31,81.7,One year,Fiber optic,Credit card (automatic)
4003-OCTMP,3,monitor,31,64,One year,DSL,Electronic check
7036-ZZKBD,3,monitor,31,66.4,Month-to-month,DSL,Credit card (automatic)
9518-IMLHK,3,monitor,31,72.45,Month-to-month,DSL,Bank transfer (automatic)
1488-SYSFC,3,monitor,31,20.65,Month-to-month,No,Electronic check
6035-BXTTY,3,monitor,32,54.65,Month-to-month,DSL,Bank transfer (automatic)
2731-GJRDG,3,monitor,32,109.55,One year,Fiber optic,Bank transfer (automatic)
5393-HJZSM,3,monitor,32,76.3,Month-to-month,DSL,Bank transfer (automatic)
8947-YRTDV,3,monitor,32,94.8,One year,Fiber optic,Mailed check
5423-BHIXO,3,monitor,32,54.2,Month-to-month,DSL,Electronic check
0257-KXZGU,3,monitor,32,62.45,Month-to-month,DSL,Bank transfer (automatic)
5061-PBXFW,3,monitor,32,61.4,Month-to-month,DSL,Bank transfer (automatic)
2325-WINES,3,monitor,32,104.05,One year,Fiber optic,Credit card (automatic)
7078-NVFAM,3,monitor,32,35.15,Month-to-month,DSL,Electronic check
4622-YNKIJ,3,monitor,33,88.95,Two year,Fiber optic,Electronic check
7674-YTAFD,3,monitor,33,79.95,One year,Fiber optic,Bank transfer (automatic)
5478-JJVZK,3,monitor,33,60.9,Month-to-month,DSL,Mailed check
2616-UUTFK,3,monitor,33,72.75,Month-to-month,DSL,Bank transfer (automatic)
2045-BMBTJ,3,monitor,33,59.45,Month-to-month,DSL,Bank transfer (automatic)
5951-AOFIH,3,monitor,33,66.4,Month-to-month,DSL,Credit card (automatic)
6574-MCOEH,3,monitor,33,79.15,One year,DSL,Electronic check
2242-MFOTG,3,monitor,33,80.1,One year,Fiber optic,Bank transfer (automatic)
1744-JHKYS,3,monitor,34,24.7,Month-to-month,No,Electronic check
4374-YMUSQ,3,monitor,34,116.25,One year,Fiber optic,Credit card (automatic)
7129-AZJDE,3,monitor,34,78.95,One year,Fiber optic,Bank transfer (automatic)
2202-OUTMO,3,monitor,34,60.85,Month-to-month,DSL,Bank transfer (automatic)
5337-IIWKZ,3,monitor,34,44.85,Month-to-month,DSL,Electronic check
8148-BPLZQ,3,monitor,34,49.8,Month-to-month,DSL,Electronic check
0708-SJDIS,3,monitor,34,65,Month-to-month,DSL,Mailed check
2522-WLNSF,3,monitor,34,64.2,One year,DSL,Bank transfer (automatic)
5203-XEHAX,3,monitor,34,64.35,One year,DSL,Electronic check
7107-UBYKY,3,monitor,35,25.75,Month-to-month,No,Electronic check
4163-KIUHY,3,monitor,35,25.6,Month-to-month,No,Electronic check
6131-FOYAS,3,monitor,35,59.6,Month-to-month,DSL,Electronic check
2346-DJQTB,3,monitor,35,24.15,Month-to-month,DSL,Electronic check
4950-BDEUX,3,monitor,35,49.2,Month-to-month,DSL,Electronic check
6733-LRIZX,3,monitor,35,108.95,Two year,Fiber optic,Electronic check
9853-JFZDU,3,monitor,35,56.85,Month-to-month,DSL,Electronic check
8221-EQDGL,3,monitor,35,61,Month-to-month,DSL,Mailed check
9609-BENEA,3,monitor,35,69,One year,DSL,Electronic check
6092-QZVPP,3,monitor,36,79.2,Month-to-month,DSL,Credit card (automatic)
4480-MBMLB,3,monitor,36,104.8,One year,Fiber optic,Bank transfer (automatic)
0048-LUMLS,3,monitor,37,91.2,One year,Fiber optic,Credit card (automatic)
5370-IIVVL,3,monitor,37,104.5,One year,Fiber optic,Credit card (automatic)
9207-ZPANB,3,monitor,37,67.45,One year,DSL,Electronic check
3714-XPXBW,3,monitor,37,78.9,Month-to-month,DSL,Credit card (automatic)
5917-HBSDW,3,monitor,37,19.35,Month-to-month,No,Electronic check
7123-WQUHX,3,monitor,38,95,One year,Fiber optic,Bank transfer (automatic)
3038-PQIUY,3,monitor,38,66.15,Month-to-month,DSL,Bank transfer (automatic)
9313-CDOGY,3,monitor,38,19.6,Month-to-month,No,Electronic check
6368-NWMCE,3,monitor,38,68.15,Month-to-month,DSL,Credit card (automatic)
9555-SAHUZ,3,monitor,38,54.5,Month-to-month,DSL,Electronic check
8608-OZTLB,3,monitor,38,74.05,One year,DSL,Electronic check
1024-KPRBB,3,monitor,38,89.1,One year,Fiber optic,Mailed check
9762-YAQAA,3,monitor,39,81.4,One year,Fiber optic,Credit card (automatic)
7074-STDCN,3,monitor,39,40.6,Month-to-month,DSL,Electronic check
1116-DXXDF,3,monitor,39,100.45,Two year,Fiber optic,Electronic check
7707-PYBBH,3,monitor,40,61.9,Month-to-month,DSL,Mailed check
8564-LDKFL,3,monitor,40,106,One year,Fiber optic,Bank transfer (automatic)
4795-WRNVT,3,monitor,40,65.1,Month-to-month,DSL,Mailed check
2129-ALKBS,3,monitor,40,26.2,Month-to-month,No,Electronic check
9362-MWODR,3,monitor,40,64.1,Month-to-month,DSL,Credit card (automatic)
7136-IHZJA,3,monitor,40,71.35,Month-to-month,DSL,Mailed check
3858-XHYJO,3,monitor,40,105.75,One year,Fiber optic,Bank transfer (automatic)
9115-YQHGA,3,monitor,40,51.1,Month-to-month,DSL,Electronic check
1371-WEPDS,3,monitor,40,55.8,One year,DSL,Electronic check
0980-PVMRC,3,monitor,40,50.85,Month-to-month,DSL,Electronic check
0691-NIKRI,3,monitor,40,105.95,One year,Fiber optic,Credit card (automatic)
6906-MPARY,3,monitor,40,89.6,One year,Fiber optic,Credit card (automatic)
5651-CRHKQ,3,monitor,41,86.2,One year,Fiber optic,Bank transfer (automatic)
8807-ARQET,3,monitor,41,40.35,Month-to-month,DSL,Electronic check
5514-YQENT,3,monitor,41,111.15,Two year,Fiber optic,Electronic check
1921-KYSAY,3,monitor,41,68.6,One year,DSL,Electronic check
8952-WCVCD,3,monitor,41,104.45,One year,Fiber optic,Bank transfer (automatic)
1163-ONYEY,3,monitor,41,74.55,Month-to-month,DSL,Credit card (automatic)
4567-AKPIA,3,monitor,41,109.1,One year,Fiber optic,Bank transfer (automatic)
0580-PIQHM,3,monitor,41,101.6,One year,Fiber optic,Bank transfer (automatic)
5546-BYZSM,3,monitor,41,20.45,Month-to-month,No,Electronic check
0440-MOGPM,3,monitor,41,80.55,One year,DSL,Electronic check
8591-NXRCV,3,monitor,41,74.65,Month-to-month,DSL,Bank transfer (automatic)
8401-EMUWF,3,monitor,42,69.4,Month-to-month,DSL,Bank transfer (automatic)
5197-PYEPU,3,monitor,42,94.45,One year,Fiber optic,Credit card (automatic)
8216-AZUUZ,3,monitor,42,100.4,Two year,Fiber optic,Electronic check
5269-NRGDP,3,monitor,42,73.15,One year,DSL,Electronic check
9351-LZYGF,3,monitor,42,66.4,Month-to-month,DSL,Credit card (automatic)
3570-YUEKJ,3,monitor,42,49.55,Month-to-month,DSL,Electronic check
8597-CWYHH,3,monitor,43,94.35,One year,Fiber optic,Mailed check
7654-YWJUF,3,monitor,43,84.25,One year,Fiber optic,Bank transfer (automatic)
9154-QDGTH,3,monitor,43,104.3,One year,Fiber optic,Credit card (automatic)
5056-FIMPT,3,monitor,43,106,One year,Fiber optic,Credit card (automatic)
7868-BGSZA,3,monitor,43,80.2,One year,DSL,Electronic check
5730-RIITO,3,monitor,43,33.45,Month-to-month,DSL,Credit card (automatic)
9839-ETQOE,3,monitor,43,40.45,Month-to-month,DSL,Electronic check
6171-ZTVYB,3,monitor,43,66.25,Month-to-month,DSL,Bank transfer (automatic)
9386-LDCZR,3,monitor,43,90.65,One year,Fiber optic,Credit card (automatic)
5681-LLOEI,3,monitor,43,91.25,One year,Fiber optic,Credit card (automatic)
0134-XWXCE,3,monitor,44,74.85,One year,DSL,Bank transfer (automatic)
4682-BLBUC,3,monitor,44,70.95,One year,DSL,Electronic check
9209-NWPGU,3,monitor,44,65.4,One year,DSL,Electronic check
8679-LZBMD,3,monitor,44,90.65,One year,Fiber optic,Bank transfer (automatic)
2408-PSJVE,3,monitor,44,61.9,Month-to-month,DSL,Mailed check
1950-KSVVJ,3,monitor,45,113.3,One year,Fiber optic,Mailed check
0723-VSOBE,3,monitor,45,34.2,One year,DSL,Electronic check
7607-QKKTJ,3,monitor,45,95,One year,Fiber optic,Credit card (automatic)
7925-PNRGI,3,monitor,45,81.3,Month-to-month,DSL,Mailed check
6480-YAGIY,3,monitor,45,112.2,One year,Fiber optic,Credit card (automatic)
0824-VWDPO,3,monitor,45,96.75,One year,Fiber optic,Bank transfer (automatic)
2379-GYFLQ,3,monitor,46,94.9,One year,Fiber optic,Credit card (automatic)
2001-MCUUW,3,monitor,46,108.65,Two year,Fiber optic,Electronic check
9281-PKKZE,3,monitor,46,43.95,Month-to-month,DSL,Electronic check
5619-PTMIK,3,monitor,46,53.1,Month-to-month,DSL,Electronic check
5468-BPMMO,3,monitor,46,19.6,Month-to-month,No,Electronic check
8671-KKKOS,3,monitor,46,45.55,Month-to-month,DSL,Electronic check
4501-UYKBC,3,monitor,46,69.1,One year,DSL,Credit card (automatic)
8910-ICHIU,3,monitor,46,95.65,One year,Fiber optic,Credit card (automatic)
7432-FFVAR,3,monitor,46,90.95,One year,Fiber optic,Bank transfer (automatic)
7502-BNYGS,3,monitor,46,69.1,Month-to-month,DSL,Credit card (automatic)
6732-FZUGP,3,monitor,47,94.9,One year,Fiber optic,Credit card (automatic)
1171-TYKUR,3,monitor,47,25.4,Month-to-month,No,Electronic check
3946-JEWRQ,3,monitor,47,95.2,One year,Fiber optic,Credit card (automatic)
9308-ANMVE,3,monitor,47,55.3,Month-to-month,DSL,Electronic check
2558-BUOZZ,3,monitor,47,94.8,One year,Fiber optic,Bank transfer (automatic)
3209-ZPKFI,3,monitor,47,54.25,Month-to-month,DSL,Electronic check
9746-MDMBK,3,monitor,47,113.45,One year,Fiber optic,Bank transfer (automatic)
9114-AAFQH,3,monitor,48,65.65,One year,DSL,Electronic check
6137-MFAJN,3,monitor,48,44.8,Month-to-month,DSL,Electronic check
1545-ACTAS,3,monitor,48,99.7,One year,Fiber optic,Bank transfer (automatic)
7989-AWGEH,3,monitor,49,39.2,Month-to-month,DSL,Electronic check
1169-SAOCL,3,monitor,49,106.65,One year,Fiber optic,Bank transfer (automatic)
6322-PJJDJ,3,monitor,49,94.8,Two year,Fiber optic,Electronic check
1125-SNVCK,3,monitor,49,43.8,Month-to-month,DSL,Mailed check
0961-ZWLVI,3,monitor,49,109.2,One year,Fiber optic,Credit card (automatic)
2284-VFLKH,3,monitor,49,99.25,One year,Fiber optic,Credit card (automatic)
5915-DGNVC,3,monitor,49,71.8,One year,DSL,Electronic check
9782-LGXMC,3,monitor,49,61.75,Month-to-month,DSL,Bank transfer (automatic)
6655-LHBYW,3,monitor,50,114.35,One year,Fiber optic,Credit card (automatic)
2391-IPLOP,3,monitor,50,69.65,One year,DSL,Electronic check
5802-ADBRC,3,monitor,50,104.4,One year,Fiber optic,Mailed check
0023-UYUPN,3,monitor,50,25.2,One year,No,Electronic check
7516-GMHUV,3,monitor,50,105.05,Two year,Fiber optic,Credit card (automatic)
0679-TDGAK,3,monitor,50,75.5,One year,DSL,Electronic check
2931-XIQBR,3,monitor,50,103.05,One year,Fiber optic,Mailed check
6893-ODYYE,3,monitor,50,90.1,One year,Fiber optic,Credit card (automatic)
4816-OKWNX,3,monitor,50,103.4,One year,Fiber optic,Bank transfer (automatic)
5027-YOCXN,3,monitor,51,110.05,One year,Fiber optic,Credit card (automatic)
1710-RCXUS,3,monitor,51,90.35,One year,Fiber optic,Credit card (automatic)
9036-CSKBW,3,monitor,51,107.45,One year,Fiber optic,Bank transfer (automatic)
2625-TRCZQ,3,monitor,51,49.65,Month-to-month,DSL,Electronic check
1784-EZDKJ,3,monitor,51,106.8,One year,Fiber optic,Bank transfer (automatic)
4531-AUZNK,3,monitor,51,95.15,One year,Fiber optic,Mailed check
1810-BOHSY,3,monitor,51,96.4,One year,Fiber optic,Credit card (automatic)
1142-IHLOO,3,monitor,51,87.55,One year,Fiber optic,Credit card (automatic)
9134-WYRVP,3,monitor,51,86.35,One year,Fiber optic,Mailed check
2330-PQGDQ,3,monitor,51,84.2,One year,Fiber optic,Bank transfer (automatic)
3256-EZDBI,3,monitor,51,29.45,Month-to-month,DSL,Credit card (automatic)
0222-CNVPT,3,monitor,52,48.8,Month-to-month,DSL,Credit card (automatic)
1702-CCFNJ,3,monitor,52,61.35,Month-to-month,DSL,Bank transfer (automatic)
4578-PHJYZ,3,monitor,52,68.75,One year,DSL,Electronic check
5473-KHBPS,3,monitor,52,95.7,One year,Fiber optic,Credit card (automatic)
5811-IWXYM,3,monitor,52,101.25,One year,Fiber optic,Bank transfer (automatic)
8878-RYUKI,3,monitor,52,59.45,Month-to-month,DSL,Electronic check
3374-TTZTK,3,monitor,52,106.3,Two year,Fiber optic,Electronic check
5343-SGUBI,3,monitor,52,80.2,One year,Fiber optic,Mailed check
4132-POCZS,3,monitor,52,39.9,Month-to-month,DSL,Electronic check
1428-IEDPR,3,monitor,52,109.3,Two year,Fiber optic,Electronic check
0678-RLHVP,3,monitor,53,105.55,Two year,Fiber optic,Electronic check
7409-JURKQ,3,monitor,53,111.8,One year,Fiber optic,Bank transfer (automatic)
5447-WZAFP,3,monitor,53,100.3,One year,Fiber optic,Mailed check
5294-IMHHT,3,monitor,53,97.75,One year,Fiber optic,Bank transfer (automatic)
9677-AVKED,3,monitor,53,84.6,One year,DSL,Electronic check
7691-KGKGP,3,monitor,53,65,Month-to-month,DSL,Credit card (automatic)
0440-UEDAI,3,monitor,53,94.45,One year,Fiber optic,Credit card (automatic)
4350-ZTLPI,3,monitor,53,108.95,One year,Fiber optic,Bank transfer (automatic)
9770-KXGQU,3,monitor,53,98.6,One year,Fiber optic,Mailed check
7470-DYNOE,3,monitor,53,61.1,One year,DSL,Electronic check
0206-TBWLC,3,monitor,54,114.65,One year,Fiber optic,Mailed check
4906-ZHGPK,3,monitor,54,70.7,One year,DSL,Electronic check
2586-CWXVV,3,monitor,54,30.4,Month-to-month,DSL,Electronic check
8097-VBQTZ,3,monitor,54,69.9,Month-to-month,DSL,Mailed check
1732-FEKLD,3,monitor,54,94.75,One year,Fiber optic,Bank transfer (automatic)
6008-NAIXK,3,monitor,54,55.45,One year,DSL,Electronic check
0931-MHTEM,3,monitor,54,100.05,One year,Fiber optic,Credit card (automatic)
0956-ACVZC,3,monitor,54,94.1,One year,Fiber optic,Credit card (automatic)
4636-OLWOE,3,monitor,54,61,One year,DSL,Electronic check
8904-OPDCK,3,monitor,54,24.95,Month-to-month,DSL,Bank transfer (automatic)
7994-XIRTR,3,monitor,54,65.25,One year,DSL,Bank transfer (automatic)
2453-SAFNS,3,monitor,54,72.1,One year,DSL,Mailed check
2055-SIFSS,3,monitor,55,51.65,Month-to-month,DSL,Bank transfer (automatic)
0036-IHMOT,3,monitor,55,103.7,One year,Fiber optic,Bank transfer (automatic)
9220-ZNKJI,3,monitor,55,88.8,Two year,Fiber optic,Credit card (automatic)
8400-WZICQ,3,monitor,55,55.7,Month-to-month,DSL,Electronic check
7753-USQYQ,3,monitor,55,64.2,One year,DSL,Electronic check
7879-CGSFV,3,monitor,55,100.9,One year,Fiber optic,Mailed check
8034-RYTVV,3,monitor,55,84.25,One year,Fiber optic,Credit card (automatic)
9691-HKOVS,3,monitor,55,90.15,One year,DSL,Electronic check
2696-ECXKC,3,monitor,55,100.9,One year,Fiber optic,Mailed check
3605-JISKB,3,monitor,55,60,One year,DSL,Credit card (automatic)
1091-SOZGA,3,monitor,56,99.8,One year,Fiber optic,Credit card (automatic)
2805-EDJPQ,3,monitor,56,99.75,One year,Fiber optic,Credit card (automatic)
0356-OBMAC,3,monitor,56,99.9,Two year,Fiber optic,Bank transfer (automatic)
5285-MVEHD,3,monitor,56,105.6,One year,Fiber optic,Credit card (automatic)
2530-FMFXO,3,monitor,56,103.2,Two year,Fiber optic,Electronic check
4355-CVPVS,3,monitor,56,88.9,One year,Fiber optic,Bank transfer (automatic)
9711-FJTBX,3,monitor,56,85.85,One year,Fiber optic,Mailed check
6198-PNNSZ,3,monitor,56,109.8,One year,Fiber optic,Bank transfer (automatic)
5820-PTRYM,3,monitor,56,68.45,One year,DSL,Credit card (automatic)
1573-LGXBA,3,monitor,57,97.55,One year,Fiber optic,Credit card (automatic)
3164-YAXFY,3,monitor,57,53.75,Month-to-month,DSL,Electronic check
2293-IJWPS,3,monitor,57,100.75,One year,Fiber optic,Credit card (automatic)
4981-FLTMF,3,monitor,57,65.2,Month-to-month,DSL,Bank transfer (automatic)
1400-WIVLL,3,monitor,57,107.95,Two year,Fiber optic,Electronic check
8996-ZROXE,3,monitor,57,53.5,One year,DSL,Electronic check
0103-CSITQ,3,monitor,57,109.4,One year,Fiber optic,Bank transfer (automatic)
4884-TVUQF,3,monitor,57,101.3,Two year,Fiber optic,Credit card (automatic)
0533-UCAAU,3,monitor,57,71.1,One year,DSL,Credit card (automatic)
7672-VFMXZ,3,monitor,57,55.7,Month-to-month,DSL,Electronic check
8091-TTVAX,3,monitor,58,100.35,One year,Fiber optic,Credit card (automatic)
3571-DPYUH,3,monitor,58,94.7,One year,Fiber optic,Credit card (automatic)
1697-BCSHV,3,monitor,58,66.8,Month-to-month,DSL,Bank transfer (automatic)
0409-WTMPL,3,monitor,58,110.65,One year,Fiber optic,Credit card (automatic)
3969-JQABI,3,monitor,58,65.25,Month-to-month,DSL,Credit card (automatic)
1474-JUWSM,3,monitor,58,68.4,One year,DSL,Electronic check
5578-NKCXI,3,monitor,58,99.25,One year,Fiber optic,Credit card (automatic)
7544-ZVIKX,3,monitor,58,105.05,One year,Fiber optic,Bank transfer (automatic)
1448-CYWKC,3,monitor,58,105.2,One year,Fiber optic,Credit card (automatic)
2371-KFUOG,3,monitor,58,99.15,One year,Fiber optic,Bank transfer (automatic)
3758-CKOQL,3,monitor,59,107,One year,Fiber optic,Credit card (automatic)
9845-PEEKO,3,monitor,59,79.2,Two year,Fiber optic,Credit card (automatic)
5140-FOMCQ,3,monitor,59,109.15,One year,Fiber optic,Credit card (automatic)
7663-CUXZB,3,monitor,59,113.75,Two year,Fiber optic,Electronic check
9501-UKKNL,3,monitor,59,51.7,Month-to-month,DSL,Electronic check
3115-JPJDD,3,monitor,59,81.25,One year,Fiber optic,Credit card (automatic)
9128-CPXKI,3,monitor,59,95.8,Two year,Fiber optic,Electronic check
4759-PXTAN,3,monitor,59,80.1,One year,DSL,Electronic check
2478-EEWWM,3,monitor,59,44.3,Month-to-month,DSL,Electronic check
4667-QONEA,3,monitor,60,74.85,One year,DSL,Credit card (automatic)
4742-DRORA,3,monitor,60,95.4,One year,Fiber optic,Bank transfer (automatic)
8847-GEOOQ,3,monitor,60,60.2,Month-to-month,DSL,Bank transfer (automatic)
7945-HLKEA,3,monitor,60,64.75,One year,DSL,Electronic check
7868-TMWMZ,3,monitor,60,110,Two year,Fiber optic,Bank transfer (automatic)
3070-BDOQC,3,monitor,60,99.65,Two year,Fiber optic,Electronic check
0233-FTHAV,3,monitor,60,79.2,One year,Fiber optic,Bank transfer (automatic)
0330-BGYZE,3,monitor,60,102.5,One year,Fiber optic,Bank transfer (automatic)
6993-YCOBK,3,monitor,60,110.6,Two year,Fiber optic,Electronic check
8261-GWDBQ,3,monitor,60,116.05,Two year,Fiber optic,Bank transfer (automatic)
2001-EWBQU,3,monitor,60,104.7,Two year,Fiber optic,Electronic check
3680-CTHUH,3,monitor,60,116.6,One year,Fiber optic,Credit card (automatic)
3428-MMGUB,3,monitor,60,89.55,Two year,Fiber optic,Electronic check
9933-QRGTX,3,monitor,60,97.2,Two year,Fiber optic,Electronic check
3999-WRNGR,3,monitor,60,49.75,Month-to-month,DSL,Electronic check
1150-FTQGN,3,monitor,60,94.15,One year,Fiber optic,Bank transfer (automatic)
1036-GUDCL,3,monitor,60,79.05,Month-to-month,DSL,Credit card (automatic)
5756-OZRIO,3,monitor,61,64.05,One year,DSL,Bank transfer (automatic)
1131-SUEKT,3,monitor,61,98.45,One year,Fiber optic,Bank transfer (automatic)
4455-BFSPD,3,monitor,61,101.15,One year,Fiber optic,Bank transfer (automatic)
8715-KKTFG,3,monitor,61,103.3,One year,Fiber optic,Bank transfer (automatic)
9500-IWPXQ,3,monitor,61,79.4,One year,DSL,Electronic check
3096-WPXBT,3,monitor,61,100.7,One year,Fiber optic,Credit card (automatic)
2830-LEWOA,3,monitor,61,103.9,One year,Fiber optic,Credit card (automatic)
7839-NUIAA,3,monitor,61,59.8,Month-to-month,DSL,Electronic check
3642-GKTCT,3,monitor,61,115.1,One year,Fiber optic,Mailed check
9107-UKCKY,3,monitor,61,79.8,One year,DSL,Electronic check
3214-IYUUQ,3,monitor,61,93.7,One year,Fiber optic,Bank transfer (automatic)
0898-XCGTF,3,monitor,61,96.5,One year,Fiber optic,Bank transfer (automatic)
2294-DMMUS,3,monitor,62,70.45,Month-to-month,DSL,Credit card (automatic)
9480-BQJEI,3,monitor,62,92.3,One year,Fiber optic,Bank transfer (automatic)
8894-JVDCV,3,monitor,62,115.05,One year,Fiber optic,Credit card (automatic)
6242-SGYTS,3,monitor,62,94.95,One year,Fiber optic,Credit card (automatic)
1017-FBQMM,3,monitor,62,106.05,One year,Fiber optic,Credit card (automatic)
7572-KPVKK,3,monitor,62,104.05,Two year,Fiber optic,Electronic check
9391-YZEJW,3,monitor,62,94,One year,Fiber optic,Bank transfer (automatic)
1599-MMYRQ,3,monitor,62,81.45,One year,Fiber optic,Credit card (automatic)
2363-BJLSL,3,monitor,62,80.4,Month-to-month,DSL,Bank transfer (automatic)
8769-KKTPH,3,monitor,63,99.65,One year,Fiber optic,Credit card (automatic)
8405-IGQFX,3,monitor,63,90.05,One year,Fiber optic,Credit card (automatic)
7997-EASSD,3,monitor,63,81.2,One year,Fiber optic,Credit card (automatic)
4890-VMUAV,3,monitor,63,71.5,One year,DSL,Electronic check
7820-ZYGNY,3,monitor,63,90.45,One year,Fiber optic,Credit card (automatic)
2019-HDCZY,3,monitor,63,102.6,Two year,Fiber optic,Electronic check
0565-JUPYD,3,monitor,63,104.5,One year,Fiber optic,Credit card (automatic)
8041-TMEID,3,monitor,63,108.5,Two year,Fiber optic,Credit card (automatic)
2055-BFOCC,3,monitor,63,84,One year,DSL,Bank transfer (automatic)
6121-TNHBO,3,monitor,63,83,One year,DSL,Bank transfer (automatic)
5297-MDOIR,3,monitor,63,81.15,One year,Fiber optic,Credit card (automatic)
1891-QRQSA,3,monitor,64,111.6,Two year,Fiber optic,Bank transfer (automatic)
2636-SJDOU,3,monitor,64,84.3,One year,Fiber optic,Credit card (automatic)
1347-KTTTA,3,monitor,64,102.45,One year,Fiber optic,Credit card (automatic)
8984-EYLLL,3,monitor,64,105.25,Two year,Fiber optic,Electronic check
5223-UZAVK,3,monitor,64,100.3,One year,Fiber optic,Credit card (automatic)
8226-BXGES,3,monitor,64,89.45,One year,Fiber optic,Bank transfer (automatic)
7940-UQQUG,3,monitor,64,104.4,One year,Fiber optic,Bank transfer (automatic)
5074-FBGHB,3,monitor,64,104.65,One year,Fiber optic,Credit card (automatic)
5966-EMAZU,3,monitor,64,108.5,One year,Fiber optic,Mailed check
3327-YBAKM,3,monitor,64,96.9,One year,Fiber optic,Mailed check
4423-JWZJN,3,monitor,64,90.25,One year,Fiber optic,Credit card (automatic)
0083-PIVIK,3,monitor,64,81.25,One year,DSL,Electronic check
2560-PPCHE,3,monitor,65,105.05,One year,Fiber optic,Bank transfer (automatic)
2692-AQCPF,3,monitor,65,108.05,One year,Fiber optic,Credit card (automatic)
4837-QUSFT,3,monitor,65,100.15,One year,Fiber optic,Bank transfer (automatic)
1163-VIPRI,3,monitor,65,109.3,Two year,Fiber optic,Electronic check
6333-YDVLT,3,monitor,65,110,One year,Fiber optic,Credit card (automatic)
6196-HBOBZ,3,monitor,65,99.35,Two year,Fiber optic,Electronic check
8777-MBMTS,3,monitor,65,105.85,Two year,Fiber optic,Credit card (automatic)
6435-VWCCY,3,monitor,65,92.7,Two year,Fiber optic,Credit card (automatic)
7520-HQWJU,3,monitor,66,67.45,Month-to-month,DSL,Bank transfer (automatic)
1096-ADRUX,3,monitor,66,74.25,One year,Fiber optic,Bank transfer (automatic)
8016-ZMGMO,3,monitor,66,70.85,One year,DSL,Bank transfer (automatic)
1442-OKRJE,3,monitor,66,103.15,One year,Fiber optic,Bank transfer (automatic)
8646-JCOMS,3,monitor,66,90.55,One year,Fiber optic,Bank transfer (automatic)
5387-ASZNZ,3,monitor,66,63.85,One year,DSL,Credit card (automatic)
9896-UYMIE,3,monitor,66,114.3,One year,Fiber optic,Bank transfer (automatic)
3569-VLDHH,3,monitor,66,75.1,One year,DSL,Electronic check
0052-DCKON,3,monitor,66,115.8,One year,Fiber optic,Bank transfer (automatic)
6408-OTUBZ,3,monitor,66,104.55,One year,Fiber optic,Bank transfer (automatic)
4274-DRSQT,3,monitor,66,88.9,One year,Fiber optic,Bank transfer (automatic)
9644-KVCNC,3,monitor,66,92.15,One year,Fiber optic,Bank transfer (automatic)
0201-MIBOL,3,monitor,66,102.4,Two year,Fiber optic,Bank transfer (automatic)
8402-EIVQS,3,monitor,67,100.9,One year,Fiber optic,Credit card (automatic)
2323-ARSVR,3,monitor,67,111.05,Two year,Fiber optic,Electronic check
7923-IYJWY,3,monitor,67,116.1,Two year,Fiber optic,Credit card (automatic)
6465-GSRCL,3,monitor,67,106.6,One year,Fiber optic,Bank transfer (automatic)
0795-GMVQO,3,monitor,67,109.9,One year,Fiber optic,Credit card (automatic)
3740-RLMVT,3,monitor,67,60.95,One year,DSL,Bank transfer (automatic)
1360-XFJMR,3,monitor,67,109.7,One year,Fiber optic,Credit card (automatic)
9402-ROUMJ,3,monitor,67,100.25,One year,Fiber optic,Bank transfer (automatic)
7159-NOKYQ,3,monitor,67,93.15,Two year,Fiber optic,Electronic check
0248-PGHBZ,3,monitor,67,92.45,Two year,Fiber optic,Bank transfer (automatic)
4199-QHJNM,3,monitor,67,102.9,Two year,Fiber optic,Bank transfer (automatic)
6736-DHUQI,3,monitor,67,84.8,One year,Fiber optic,Bank transfer (automatic)
4129-LYCOI,3,monitor,67,104,Two year,Fiber optic,Electronic check
4753-PADAS,3,monitor,67,105.7,One year,Fiber optic,Bank transfer (automatic)
8561-NMTBD,3,monitor,67,112.35,One year,Fiber optic,Credit card (automatic)
7964-ZRKKG,3,monitor,67,88.4,One year,Fiber optic,Bank transfer (automatic)
0993-OSGPT,3,monitor,68,60.65,One year,DSL,Bank transfer (automatic)
1032-MAELW,3,monitor,68,78.45,One year,DSL,Electronic check
6869-FGJJC,3,monitor,68,79.6,One year,Fiber optic,Credit card (automatic)
4282-MSACW,3,monitor,68,117.2,One year,Fiber optic,Credit card (automatic)
